iteration,estimator,scoring,loss,mean_score,std_score,min_score,max_score,train_time,status,params
4,KNeighborsClassifier,accuracy,0.22329420626451568,0.7767057937354843,0.022536390766824656,0.7318435754189944,0.7921348314606742,0.12491204100001596,ok,"{'algorithm': 'ball_tree', 'n_neighbors': 1, 'weights': 'uniform', 'n_jobs': 5}"
5,KNeighborsClassifier,accuracy,0.2053668947335383,0.7946331052664617,0.02406179129180006,0.7696629213483146,0.8314606741573034,0.12987590600005205,ok,"{'algorithm': 'auto', 'n_neighbors': 18, 'weights': 'uniform', 'n_jobs': 5}"
6,KNeighborsClassifier,accuracy,0.19863159876969438,0.8013684012303056,0.028829505619454573,0.7696629213483146,0.848314606741573,0.12332301899982667,ok,"{'algorithm': 'kd_tree', 'n_neighbors': 17, 'weights': 'uniform', 'n_jobs': 5}"
7,KNeighborsClassifier,accuracy,0.17616596572719856,0.8238340342728014,0.02847309611157437,0.7877094972067039,0.8651685393258427,0.11573402799990617,ok,"{'algorithm': 'auto', 'n_neighbors': 9, 'weights': 'distance', 'n_jobs': 5}"
8,KNeighborsClassifier,accuracy,0.19527964346243165,0.8047203565375683,0.02107298457879272,0.7808988764044944,0.8370786516853933,0.23176032000014857,ok,"{'algorithm': 'brute', 'n_neighbors': 10, 'weights': 'uniform', 'n_jobs': 5}"
9,KNeighborsClassifier,accuracy,0.18065407067980677,0.8193459293201932,0.023009695328297268,0.7821229050279329,0.8539325842696629,0.421132340999975,ok,"{'algorithm': 'kd_tree', 'n_neighbors': 10, 'weights': 'distance', 'n_jobs': 5}"
10,KNeighborsClassifier,accuracy,0.19638440775845845,0.8036155922415416,0.029331541869802996,0.7808988764044944,0.8539325842696629,0.14207521900016218,ok,"{'algorithm': 'auto', 'n_neighbors': 16, 'weights': 'uniform', 'n_jobs': 5}"
11,KNeighborsClassifier,accuracy,0.17841943380829828,0.8215805661917017,0.018236280524718082,0.7932960893854749,0.8426966292134831,0.13217596300000878,ok,"{'algorithm': 'ball_tree', 'n_neighbors': 8, 'weights': 'distance', 'n_jobs': 5}"
12,KNeighborsClassifier,accuracy,0.17729583830268025,0.8227041616973197,0.02261217167493919,0.7932960893854749,0.848314606741573,0.12134428499985006,ok,"{'algorithm': 'kd_tree', 'n_neighbors': 5, 'weights': 'uniform', 'n_jobs': 5}"
13,KNeighborsClassifier,accuracy,0.21320695499340914,0.7867930450065909,0.02787543049039784,0.7541899441340782,0.8202247191011236,0.12532229600014944,ok,"{'algorithm': 'kd_tree', 'n_neighbors': 19, 'weights': 'uniform', 'n_jobs': 5}"
14,KNeighborsClassifier,accuracy,0.1840311342665244,0.8159688657334756,0.020197896160822914,0.7877094972067039,0.848314606741573,0.12784148900004766,ok,"{'algorithm': 'ball_tree', 'n_neighbors': 12, 'weights': 'distance', 'n_jobs': 5}"
15,KNeighborsClassifier,accuracy,0.1930073441717406,0.8069926558282594,0.02496521447116021,0.776536312849162,0.848314606741573,0.11800446000006559,ok,"{'algorithm': 'auto', 'n_neighbors': 19, 'weights': 'distance', 'n_jobs': 5}"
16,KNeighborsClassifier,accuracy,0.19861276756010293,0.8013872324398971,0.025640000988858457,0.7653631284916201,0.8258426966292135,0.12255670000013197,ok,"{'algorithm': 'kd_tree', 'n_neighbors': 3, 'weights': 'distance', 'n_jobs': 5}"
17,KNeighborsClassifier,accuracy,0.1829012616910426,0.8170987383089574,0.030196213692167868,0.7821229050279329,0.8707865168539326,0.11407795399986753,ok,"{'algorithm': 'kd_tree', 'n_neighbors': 14, 'weights': 'distance', 'n_jobs': 5}"
18,KNeighborsClassifier,accuracy,0.18853179335886006,0.8114682066411399,0.025353030008700962,0.7752808988764045,0.848314606741573,0.12360562999992908,ok,"{'algorithm': 'brute', 'n_neighbors': 9, 'weights': 'uniform', 'n_jobs': 5}"
19,KNeighborsClassifier,accuracy,0.19861276756010293,0.8013872324398971,0.025640000988858457,0.7653631284916201,0.8258426966292135,0.12326815699998406,ok,"{'algorithm': 'ball_tree', 'n_neighbors': 3, 'weights': 'distance', 'n_jobs': 5}"
20,KNeighborsClassifier,accuracy,0.19637185361873077,0.8036281463812692,0.027441202924245844,0.770949720670391,0.848314606741573,0.12289844799988714,ok,"{'algorithm': 'auto', 'n_neighbors': 18, 'weights': 'distance', 'n_jobs': 5}"
